Price,Close,High,Low,Open,Volume
2023-12-21,43869.15234375,44240.66796875,43330.05078125,43648.125,22452766169
2023-12-22,43997.90234375,44367.95703125,43441.96875,43868.98828125,21028503216
2023-12-23,43739.54296875,44015.69921875,43351.35546875,44012.19921875,13507796558
2023-12-24,43016.1171875,43945.5234375,42786.91796875,43728.3671875,18830554085
2023-12-25,43613.140625,43765.09375,42765.76953125,43010.57421875,21115795370
2023-12-26,42520.40234375,43603.17578125,41676.48828125,43599.84765625,30026850982
2023-12-27,43442.85546875,43683.16015625,42167.58203125,42518.46875,25260941032
2023-12-28,42627.85546875,43804.78125,42318.55078125,43468.19921875,22992093014
2023-12-29,42099.40234375,43124.32421875,41424.0625,42614.64453125,26000021055
2023-12-30,42156.90234375,42584.125,41556.2265625,42091.75390625,16013925945
2023-12-31,42265.1875,42860.9375,41998.25390625,42152.09765625,16397498810
